date,home,away,neutral,hg,ag,actual,cutoff,train_n,model,p_home,p_draw,p_away,predictable
2025-03-25,Sweden,Northern Ireland,False,5,1,home,2025-02-15,4256,dixon_coles,0.6859205622794287,0.18891239355163605,0.12516704416893526,True
2025-03-25,Switzerland,Luxembourg,False,3,1,home,2025-02-15,4256,dixon_coles,0.8739274432724635,0.09386150603014949,0.03221105069738689,True
2025-03-25,Bolivia,Uruguay,False,0,0,draw,2025-02-15,4256,dixon_coles,0.10125520342113373,0.1855923297012981,0.7131524668775682,True
2025-03-25,Colombia,Paraguay,False,2,2,draw,2025-02-15,4256,dixon_coles,0.72319201999724,0.2003951451876314,0.07641283481512837,True
2025-03-25,Venezuela,Peru,False,1,0,home,2025-02-15,4256,dixon_coles,0.4128685944013422,0.3449554049324342,0.2421760006662237,True
2025-03-25,Chile,Ecuador,False,0,0,draw,2025-02-15,4256,dixon_coles,0.27423159057826607,0.3281200185115571,0.3976483909101768,True
2025-05-09,Dominica,Barbados,False,0,0,draw,2025-04-01,4438,dixon_coles,0.3225906830765542,0.2104959110980433,0.4669134058254025,True
2025-05-11,Dominica,Barbados,False,0,0,draw,2025-04-01,4438,dixon_coles,0.3225906830765542,0.2104959110980433,0.4669134058254025,True
2025-05-21,Saint Kitts and Nevis,Saint Vincent and the Grenadines,False,1,3,away,2025-05-16,4440,dixon_coles,0.37590395800590665,0.2356726786918454,0.38842336330224786,True
2025-05-25,Anguilla,Saint Kitts and Nevis,True,2,4,away,2025-05-16,4440,dixon_coles,0.016561732624609957,0.10405095647144166,0.8793873109039485,True
2025-05-25,Saint Vincent and the Grenadines,Saint Kitts and Nevis,False,3,0,home,2025-05-16,4440,dixon_coles,0.5699301485612992,0.21077941298450847,0.21929043845419233,True
2025-05-27,Jamaica,Trinidad and Tobago,True,3,2,home,2025-05-16,4440,dixon_coles,0.4849443742795515,0.30310044554251503,0.21195518017793347,True
2025-05-28,Nigeria,Ghana,True,2,1,home,2025-05-16,4440,dixon_coles,0.4103096267669566,0.29775642815047143,0.29193394508257214,True
2025-05-28,Oman,Lebanon,False,1,0,home,2025-05-16,4440,dixon_coles,0.5763829677937888,0.28597625759744094,0.13764077460877,True
2025-05-29,Malaysia,Cape Verde,False,1,1,draw,2025-05-16,4440,dixon_coles,0.1430406879860064,0.23424648711298604,0.6227128249010074,True
2025-05-30,Saint Vincent and the Grenadines,British Virgin Islands,False,1,1,draw,2025-05-16,4440,dixon_coles,0.9419462351870669,0.04580363105509918,0.01225013375783402,True
2025-05-30,Saudi Arabia,Jordan,False,2,0,home,2025-05-16,4440,dixon_coles,0.3911055030856592,0.3032517139693066,0.30564278294503444,True
2025-05-31,Jamaica,Nigeria,True,2,2,draw,2025-05-16,4440,dixon_coles,0.2019893692774835,0.3110517854687332,0.4869588452537833,True
2025-05-31,Trinidad and Tobago,Ghana,True,0,4,away,2025-05-16,4440,dixon_coles,0.14028329685859375,0.22813853634943398,0.6315781667919722,True
2025-06-01,Grenada,Anguilla,False,2,0,home,2025-05-16,4440,dixon_coles,0.9377148389212299,0.055169135961139565,0.007116025117630553,True
2025-06-01,El Salvador,Guatemala,True,1,1,draw,2025-05-16,4440,dixon_coles,0.19011919222523563,0.3585346410369063,0.4513461667378582,True
2025-06-01,Puerto Rico,Nicaragua,True,1,1,draw,2025-05-16,4440,dixon_coles,0.15109811453978264,0.23161098584944853,0.617290899610769,True
2025-06-02,Tunisia,Burkina Faso,False,2,0,home,2025-05-16,4440,dixon_coles,0.5297467731605365,0.28891359109007464,0.18133963574938888,True
2025-06-03,Malaysia,Cape Verde,False,0,3,away,2025-05-16,4440,dixon_coles,0.1430406879860064,0.23424648711298604,0.6227128249010074,True
2025-06-04,Montserrat,Belize,True,1,0,home,2025-05-16,4440,dixon_coles,0.3705779152368859,0.3141882977014193,0.3152337870616948,True
2025-06-04,Saint Vincent and the Grenadines,Anguilla,False,6,0,home,2025-05-16,4440,dixon_coles,0.9853865060581325,0.012733743653049443,0.0018797502888179705,True
2025-06-04,Dominica,British Virgin Islands,False,3,0,home,2025-05-16,4440,dixon_coles,0.6667921019822003,0.2406060242954267,0.09260187372237297,True
2025-06-04,Barbados,Aruba,False,1,1,draw,2025-05-16,4440,dixon_coles,0.43853721545464996,0.22893080323923531,0.3325319813061147,True
2025-06-04,Thailand,India,False,2,0,home,2025-05-16,4440,dixon_coles,0.5846024208466525,0.26842733448723893,0.14697024466610853,True
2025-06-04,Bermuda,Cayman Islands,False,5,0,home,2025-05-16,4440,dixon_coles,0.9176064954992743,0.058145736135183465,0.024247768365542335,True
2025-06-04,Bangladesh,Bhutan,False,2,0,home,2025-05-16,4440,dixon_coles,0.5561375464478544,0.30751694657273154,0.13634550697941422,True
2025-06-04,Germany,Portugal,False,1,2,away,2025-05-16,4440,dixon_coles,0.4202970479958655,0.23781791676307817,0.3418850352410563,True
2025-06-04,Grenada,Bahamas,False,6,0,home,2025-05-16,4440,dixon_coles,0.8051997069665797,0.12670066084658865,0.06809963218683149,True
2025-06-05,United Arab Emirates,Uzbekistan,False,0,0,draw,2025-05-16,4440,dixon_coles,0.30369858318107834,0.31673205914195574,0.379569357676966,True
2025-06-05,Sri Lanka,Brunei,True,1,0,home,2025-05-16,4440,dixon_coles,0.4558487103629374,0.3659069200915962,0.1782443695454664,True
2025-06-05,Indonesia,China,False,1,0,home,2025-05-16,4440,dixon_coles,0.34946811006555234,0.2956091804428447,0.35492270949160293,True
2025-06-05,Bahrain,Saudi Arabia,False,0,2,away,2025-05-16,4440,dixon_coles,0.2993321576777596,0.32237673743697015,0.37829110488527007,True
2025-06-05,Kuwait,Palestine,False,0,2,away,2025-05-16,4440,dixon_coles,0.31706624641493203,0.29056905254541804,0.39236470103965004,True
2025-06-05,Iraq,South Korea,False,0,2,away,2025-05-16,4440,dixon_coles,0.23474829124826763,0.26023859464001114,0.5050131141117213,True
2025-06-05,Oman,Jordan,False,0,3,away,2025-05-16,4440,dixon_coles,0.34712193966880944,0.3036506244567546,0.349227435874436,True
2025-06-05,Qatar,Iran,False,1,0,home,2025-05-16,4440,dixon_coles,0.18671788499036923,0.19404447272856523,0.6192376422810656,True
2025-06-05,North Korea,Kyrgyzstan,True,2,2,draw,2025-05-16,4440,dixon_coles,0.4689227890248504,0.28434309216799175,0.24673411880715795,True
2025-06-05,Chile,Argentina,False,0,1,away,2025-05-16,4440,dixon_coles,0.09324240315023813,0.2095136611141572,0.6972439357356045,True
2025-06-05,Australia,Japan,False,1,0,home,2025-05-16,4440,dixon_coles,0.2884075419729961,0.28453556513716877,0.4270568928898349,True
2025-06-05,Ecuador,Brazil,False,0,0,draw,2025-05-16,4440,dixon_coles,0.3019911257952991,0.3141662766174706,0.38384259758723016,True
2025-06-05,Spain,France,True,5,4,home,2025-05-16,4440,dixon_coles,0.4305323583797611,0.286895804438532,0.2825718371817069,True
2025-06-05,Algeria,Rwanda,False,2,0,home,2025-05-16,4440,dixon_coles,0.7892918705236291,0.15745647501841203,0.05325165445795864,True
2025-06-05,Belarus,Kazakhstan,False,4,1,home,2025-05-16,4440,dixon_coles,0.48347529337634043,0.27811682251807945,0.23840788410558028,True
2025-06-05,Cambodia,Tajikistan,False,1,2,away,2025-05-16,4440,dixon_coles,0.1063949996040317,0.1913013126602435,0.7023036877357247,True
2025-06-05,Paraguay,Uruguay,False,2,0,home,2025-05-16,4440,dixon_coles,0.21294093868814323,0.3556214201654306,0.431437641146426,True
2025-06-05,Georgia,Faroe Islands,False,1,0,home,2025-05-16,4440,dixon_coles,0.8328139906956431,0.1257673777291147,0.04141863157524214,True
2025-06-05,Hong Kong,Nepal,False,0,0,draw,2025-05-16,4440,dixon_coles,0.6962439536756819,0.21447446970851844,0.08928157661579969,True
2025-06-05,Singapore,Maldives,False,3,1,home,2025-05-16,4440,dixon_coles,0.6899002019932801,0.17291192854686724,0.13718786945985267,True
2025-06-05,DR Congo,Mali,True,1,0,home,2025-05-16,4440,dixon_coles,0.19849341918429156,0.4186677883042002,0.3828387925115082,True
2025-06-06,Colombia,Peru,False,0,0,draw,2025-05-16,4440,dixon_coles,0.6822952800649363,0.2297122161719882,0.08799250376307555,True
2025-06-06,Venezuela,Bolivia,False,2,0,home,2025-05-16,4440,dixon_coles,0.6507250852249893,0.1946659193578956,0.15460899541711515,True
2025-06-06,Norway,Italy,False,3,0,home,2025-05-16,4440,dixon_coles,0.41335788922718053,0.23986459790530312,0.34677751286751624,True
2025-06-06,Estonia,Israel,False,1,3,away,2025-05-16,4440,dixon_coles,0.2063574247187866,0.21652498064111894,0.5771175946400944,True
2025-06-06,Wales,Liechtenstein,False,3,0,home,2025-05-16,4440,dixon_coles,0.9585616309466237,0.03794651086544824,0.003491858187927858,True
2025-06-06,North Macedonia,Belgium,False,1,1,draw,2025-05-16,4440,dixon_coles,0.15048385671696213,0.2375492753730585,0.6119668679099792,True
2025-06-06,Gibraltar,Croatia,True,0,7,away,2025-05-16,4440,dixon_coles,0.0028222569034158287,0.025290414343123922,0.9718873287534602,True
2025-06-06,Antigua and Barbuda,Cuba,False,0,1,away,2025-05-16,4440,dixon_coles,0.04485482556981046,0.12336141957896114,0.8317837548512287,True
2025-06-06,Trinidad and Tobago,Saint Kitts and Nevis,False,6,2,home,2025-05-16,4440,dixon_coles,0.8558996078782176,0.10521657578584834,0.03888381633593399,True
2025-06-06,Russia,Nigeria,False,1,1,draw,2025-05-16,4440,dixon_coles,0.6568408412045403,0.23862831863492723,0.10453084016053225,True
2025-06-06,Nicaragua,Guyana,False,1,0,home,2025-05-16,4440,dixon_coles,0.6664239082261136,0.1882077118364411,0.14536837993744522,True
2025-06-06,Guatemala,Dominican Republic,False,4,2,home,2025-05-16,4440,dixon_coles,0.6493910686168702,0.21688973545340798,0.13371919592972178,True
2025-06-06,Suriname,Puerto Rico,False,1,0,home,2025-05-16,4440,dixon_coles,0.7663077172399049,0.15974495038851616,0.07394733237157894,True
2025-06-06,Czech Republic,Montenegro,False,2,0,home,2025-05-16,4440,dixon_coles,0.733254735088423,0.17250847705392816,0.09423678785764873,True
2025-06-06,Curaçao,Saint Lucia,False,4,0,home,2025-05-16,4440,dixon_coles,0.8493607434529851,0.10606136250473173,0.04457789404228332,True
2025-06-06,Zimbabwe,Burkina Faso,True,0,2,away,2025-05-16,4440,dixon_coles,0.23123339776438825,0.281650930546725,0.487115671688887,True
2025-06-06,South Africa,Tanzania,False,0,0,draw,2025-05-16,4440,dixon_coles,0.5439733127690269,0.31257994431249325,0.14344674291847986,True
2025-06-06,Bulgaria,Cyprus,False,2,2,draw,2025-05-16,4440,dixon_coles,0.573583090435276,0.2558971745142927,0.17051973505043105,True
2025-06-06,Uganda,Cameroon,True,0,3,away,2025-05-16,4440,dixon_coles,0.14997853637133512,0.2830380770621879,0.566983386566477,True
2025-06-06,Central African Republic,Mauritania,True,2,1,home,2025-05-16,4440,dixon_coles,0.27645610317649594,0.2988637761866327,0.42468012063687116,True
2025-06-06,Equatorial Guinea,Gambia,True,1,2,away,2025-05-16,4440,dixon_coles,0.3394431336868362,0.3073959085078531,0.35316095780531065,True
2025-06-06,Hungary,Sweden,False,0,2,away,2025-05-16,4440,dixon_coles,0.34939449797011546,0.2634469950463468,0.3871585069835377,True
2025-06-06,Kosovo,Armenia,False,5,2,home,2025-05-16,4440,dixon_coles,0.7102194686582004,0.18418060790546362,0.10559992343633601,True
2025-06-06,Burundi,Guinea-Bissau,True,1,0,home,2025-05-16,4440,dixon_coles,0.3775776530139057,0.285296808256291,0.3371255387298032,True
2025-06-06,Morocco,Tunisia,False,2,0,home,2025-05-16,4440,dixon_coles,0.5708007321476103,0.30254888420980597,0.12665038364258374,True
2025-06-06,Niger,Gabon,True,4,3,home,2025-05-16,4440,dixon_coles,0.377213284206961,0.2819483179129172,0.3408383978801217,True
2025-06-06,Poland,Moldova,False,2,0,home,2025-05-16,4440,dixon_coles,0.8672380238299294,0.09391825356553106,0.03884372260453947,True
2025-06-06,Republic of Ireland,Senegal,False,1,1,draw,2025-05-16,4440,dixon_coles,0.24120628380200282,0.34335022542360116,0.4154434907743959,True
2025-06-06,Scotland,Iceland,False,1,3,away,2025-05-16,4440,dixon_coles,0.6467606535699633,0.20279693873276416,0.15044240769727257,True
2025-06-06,Luxembourg,Slovenia,False,0,1,away,2025-05-16,4440,dixon_coles,0.14524983767284613,0.28190270706901016,0.5728474552581438,True
2025-06-07,Canada,Ukraine,False,4,2,home,2025-05-16,4440,dixon_coles,0.3616584485028501,0.271919898847644,0.36642165264950566,True
2025-06-07,Anguilla,El Salvador,False,0,3,away,2025-05-16,4440,dixon_coles,0.0021907451436437475,0.029238235979561714,0.9685710188767946,True
2025-06-07,British Virgin Islands,Jamaica,False,0,1,away,2025-05-16,4440,dixon_coles,0.0015157062726262648,0.015966859957431412,0.9825174337699425,True
2025-06-07,Belize,Panama,False,0,2,away,2025-05-16,4440,dixon_coles,0.010894492271948417,0.046857407388260254,0.9422481003397913,True
2025-06-07,Aruba,Haiti,False,0,5,away,2025-05-16,4440,dixon_coles,0.020117149544831417,0.05215966599942247,0.9277231844557463,True
2025-06-07,Bahamas,Costa Rica,True,0,8,away,2025-05-16,4440,dixon_coles,0.00010314799447912631,0.0007909026266210213,0.9991059493789,True
2025-06-07,Cayman Islands,Honduras,False,0,1,away,2025-05-16,4440,dixon_coles,0.0016325604333325982,0.010097091134072355,0.988270348432595,True
2025-06-07,Kenya,Chad,True,0,0,draw,2025-05-16,4440,dixon_coles,0.6826675901781014,0.24845217514996187,0.06888023467193649,True
2025-06-07,Ivory Coast,New Zealand,True,0,1,away,2025-05-16,4440,dixon_coles,0.4748545469921153,0.3357475979601314,0.18939785504775336,True
2025-06-07,Albania,Serbia,False,0,0,draw,2025-05-16,4440,dixon_coles,0.23664175246660735,0.33226506542817574,0.43109318210521674,True
2025-06-07,Malta,Lithuania,False,0,0,draw,2025-05-16,4440,dixon_coles,0.3328363437263263,0.3541518926166664,0.3130117636570072,True
2025-06-07,Austria,Romania,False,2,1,home,2025-05-16,4440,dixon_coles,0.6191884115481718,0.2304542992394125,0.15035728921241553,True
2025-06-07,Denmark,Northern Ireland,False,2,1,home,2025-05-16,4440,dixon_coles,0.7290894895105908,0.187264838586489,0.08364567190292027,True
2025-06-07,Greece,Slovakia,False,4,1,home,2025-05-16,4440,dixon_coles,0.5600574616272995,0.2942712899732407,0.14567124839945989,True
2025-06-07,Latvia,Azerbaijan,False,0,0,draw,2025-05-16,4440,dixon_coles,0.43249030293147706,0.296637237274049,0.27087245979447405,True
2025-06-07,Mexico,Switzerland,True,2,4,away,2025-05-16,4440,dixon_coles,0.30460639756693275,0.28756155404963407,0.4078320483834331,True
2025-06-07,Andorra,England,True,0,1,away,2025-05-16,4440,dixon_coles,0.0031405074236425124,0.04032391410157997,0.9565355784747775,True
2025-06-07,Finland,Netherlands,False,0,2,away,2025-05-16,4440,dixon_coles,0.08605730380581988,0.142098487162539,0.7718442090316412,True
2025-06-07,Bosnia and Herzegovina,San Marino,False,1,0,home,2025-05-16,4440,dixon_coles,0.9037412938670675,0.08017320004860828,0.016085506084324262,True
2025-06-07,United States,Turkey,False,1,2,away,2025-05-16,4440,dixon_coles,0.4276365068030211,0.254677031641558,0.31768646155542085,True
2025-06-08,Germany,France,False,0,2,away,2025-05-16,4440,dixon_coles,0.3860635715307228,0.25509460324989824,0.3588418252193789,True
2025-06-08,Portugal,Spain,True,2,2,draw,2025-05-16,4440,dixon_coles,0.26761198173651035,0.2647953580539847,0.46759266020950474,True
2025-06-08,DR Congo,Madagascar,True,3,1,home,2025-05-16,4440,dixon_coles,0.5773178320169434,0.29209123820639454,0.13059092977666198,True
2025-06-08,Georgia,Cape Verde,False,1,1,draw,2025-05-16,4440,dixon_coles,0.7333196985868538,0.17818916604878848,0.08849113536435782,True
2025-06-09,Kazakhstan,North Macedonia,False,0,1,away,2025-05-16,4440,dixon_coles,0.24804459042252755,0.2723699535607946,0.4795854560166778,True
2025-06-09,Croatia,Czech Republic,False,5,1,home,2025-05-16,4440,dixon_coles,0.5792790175005942,0.23426659168958675,0.18645439080981913,True
2025-06-09,Faroe Islands,Gibraltar,False,2,1,home,2025-05-16,4440,dixon_coles,0.6860048033006831,0.2398017459247617,0.07419345077455494,True
2025-06-09,Belgium,Wales,False,4,3,home,2025-05-16,4440,dixon_coles,0.6388208391933847,0.2365082939617823,0.12467086684483292,True
2025-06-09,Estonia,Norway,False,0,1,away,2025-05-16,4440,dixon_coles,0.05934300633705637,0.1201110895404207,0.8205459041225229,True
2025-06-09,Italy,Moldova,False,2,0,home,2025-05-16,4440,dixon_coles,0.954529424270188,0.03596553658171351,0.009505039148098474,True
2025-06-09,Uganda,Gambia,True,1,1,draw,2025-05-16,4440,dixon_coles,0.31372346093639725,0.30055326290614953,0.38572327615745317,True
2025-06-09,Morocco,Benin,False,1,0,home,2025-05-16,4440,dixon_coles,0.8857153879542136,0.0866013669059151,0.027683245139871252,True
2025-06-09,Montenegro,Armenia,False,2,2,draw,2025-05-16,4440,dixon_coles,0.5856837586284527,0.23382991787013718,0.1804863235014102,True
2025-06-09,Liechtenstein,Scotland,False,0,4,away,2025-05-16,4440,dixon_coles,0.005644371067814316,0.0462363433735428,0.948119285558643,True
2025-06-09,Kosovo,Comoros,False,4,2,home,2025-05-16,4440,dixon_coles,0.6892347259056407,0.19820484833528962,0.11256042575906974,True
2025-06-09,Gabon,Guinea-Bissau,True,2,0,home,2025-05-16,4440,dixon_coles,0.46065363157733896,0.301364631023312,0.23798173739934902,True
2025-06-09,Equatorial Guinea,Cameroon,True,1,1,draw,2025-05-16,4440,dixon_coles,0.16736871891260263,0.3011859086222453,0.531445372465152,True
2025-06-09,Algeria,Rwanda,False,2,0,home,2025-05-16,4440,dixon_coles,0.7892918705236291,0.15745647501841203,0.05325165445795864,True
2025-06-10,San Marino,Austria,False,0,4,away,2025-05-16,4440,dixon_coles,0.0009486001714386016,0.00774896753674362,0.9913024322918178,True
2025-06-10,Finland,Poland,False,2,1,home,2025-05-16,4440,dixon_coles,0.2730176431207042,0.25058706986275797,0.47639528701653777,True
2025-06-10,Netherlands,Malta,False,8,0,home,2025-05-16,4440,dixon_coles,0.9734109771329245,0.022317917042468768,0.0042711058246068575,True
2025-06-10,Saudi Arabia,Australia,False,1,2,away,2025-05-16,4440,dixon_coles,0.1932696271668583,0.3029513802227916,0.5037789926103501,True
2025-06-10,Japan,Indonesia,False,6,0,home,2025-05-16,4440,dixon_coles,0.9739066836795325,0.021480119175857564,0.004613197144610044,True
2025-06-10,China,Bahrain,False,1,0,home,2025-05-16,4440,dixon_coles,0.32666266016021384,0.30642899947497176,0.36690834036481434,True
2025-06-10,El Salvador,Suriname,False,1,1,draw,2025-05-16,4440,dixon_coles,0.28080510344672904,0.37074422783622546,0.3484506687170455,True
2025-06-10,Jordan,Iraq,False,0,1,away,2025-05-16,4440,dixon_coles,0.4942094136047176,0.2620079409045401,0.24378264549074208,True
2025-06-10,South Korea,Kuwait,False,4,0,home,2025-05-16,4440,dixon_coles,0.861105405587314,0.10193226062973344,0.036962333782952606,True
2025-06-10,Kyrgyzstan,United Arab Emirates,False,1,1,draw,2025-05-16,4440,dixon_coles,0.20464704491820587,0.25351273101084176,0.5418402240709523,True
2025-06-10,Iran,North Korea,False,3,0,home,2025-05-16,4440,dixon_coles,0.7866550794211987,0.14298150130439738,0.07036341927440382,True
2025-06-10,Romania,Cyprus,False,2,0,home,2025-05-16,4440,dixon_coles,0.8190810870898778,0.13087165392138103,0.05004725898874121,True
2025-06-10,Palestine,Oman,True,1,1,draw,2025-05-16,4440,dixon_coles,0.2529273065678884,0.3316842604382046,0.41538843299390704,True
2025-06-10,Serbia,Andorra,False,3,0,home,2025-05-16,4440,dixon_coles,0.93669512810227,0.05734609095642639,0.0059587809413037506,True
2025-06-10,Guyana,Montserrat,False,3,0,home,2025-05-16,4440,dixon_coles,0.8030637394797839,0.1187292278222519,0.07820703269796409,True
2025-06-10,New Zealand,Ukraine,True,1,2,away,2025-05-16,4440,dixon_coles,0.12023947843562663,0.24916886100445568,0.6305916605599176,True
2025-06-10,Canada,Ivory Coast,False,0,0,draw,2025-05-16,4440,dixon_coles,0.4724948858854009,0.2873432246412221,0.24016188947337716,True
2025-06-10,Belarus,Russia,False,1,4,away,2025-05-16,4440,dixon_coles,0.11499543930153669,0.2582434320092851,0.6267611286891783,True
2025-06-10,Cuba,Bermuda,False,1,2,away,2025-05-16,4440,dixon_coles,0.7109383707725517,0.1620541141739187,0.12700751505352958,True
2025-06-10,Honduras,Antigua and Barbuda,False,2,0,home,2025-05-16,4440,dixon_coles,0.9930386895969529,0.0061375601829304965,0.0008237502201167918,True
2025-06-10,Saint Kitts and Nevis,Grenada,False,2,3,away,2025-05-16,4440,dixon_coles,0.38002530532699463,0.2984997514143107,0.32147494325869475,True
2025-06-10,Costa Rica,Trinidad and Tobago,False,2,1,home,2025-05-16,4440,dixon_coles,0.790427636932418,0.14032021940297448,0.0692521436646077,True
2025-06-10,Saint Lucia,Barbados,False,2,1,home,2025-05-16,4440,dixon_coles,0.5951888450382075,0.19811663719290606,0.20669451776888642,True
2025-06-10,Haiti,Curaçao,True,1,5,away,2025-05-16,4440,dixon_coles,0.5430837755504825,0.24586108585344274,0.2110551385960749,True
2025-06-10,Uzbekistan,Qatar,False,3,0,home,2025-05-16,4440,dixon_coles,0.6443382387610823,0.21028061468392464,0.14538114655499318,True
2025-06-10,Panama,Nicaragua,False,3,0,home,2025-05-16,4440,dixon_coles,0.7370666186297571,0.17672796834306786,0.08620541302717505,True
2025-06-10,Jamaica,Guatemala,False,3,0,home,2025-05-16,4440,dixon_coles,0.41302668389361186,0.326398822364565,0.2605744937418234,True
2025-06-10,Puerto Rico,Saint Vincent and the Grenadines,False,2,1,home,2025-05-16,4440,dixon_coles,0.6420014710289867,0.17133528646121612,0.18666324250979716,True
2025-06-10,Latvia,Albania,False,1,1,draw,2025-05-16,4440,dixon_coles,0.13098169616943545,0.27630550609685894,0.5927127977337057,True
2025-06-10,Brazil,Paraguay,False,1,0,home,2025-05-16,4440,dixon_coles,0.7100709297075133,0.19411651273555966,0.095812557556927,True
2025-06-10,Dominican Republic,Dominica,False,5,0,home,2025-05-16,4440,dixon_coles,0.932801517832534,0.05270219777728422,0.014496284390181819,True
2025-06-10,Peru,Ecuador,False,0,0,draw,2025-05-16,4440,dixon_coles,0.20905957837456174,0.40783182704163307,0.3831085945838051,True
2025-06-10,Timor-Leste,Maldives,True,1,0,home,2025-05-16,4440,dixon_coles,0.1729962044650113,0.21842000197562705,0.6085837935593614,True
2025-06-10,Philippines,Tajikistan,False,2,2,draw,2025-05-16,4440,dixon_coles,0.26620765098783017,0.30287334058168736,0.4309190084304826,True
2025-06-10,Brunei,Bhutan,False,2,1,home,2025-05-16,4440,dixon_coles,0.3885210820770858,0.30753777449560327,0.30394114342731104,True
2025-06-10,Yemen,Lebanon,True,0,0,draw,2025-05-16,4440,dixon_coles,0.1630249303488142,0.2967818301958177,0.5401932394553679,True
2025-06-10,Bangladesh,Singapore,False,1,2,away,2025-05-16,4440,dixon_coles,0.256316121851588,0.3130370224717418,0.43064685567667027,True
2025-06-10,Hong Kong,India,False,1,0,home,2025-05-16,4440,dixon_coles,0.3851419276496444,0.3524504367989382,0.2624076355514176,True
2025-06-10,Sri Lanka,Taiwan,False,3,1,home,2025-05-16,4440,dixon_coles,0.18824160736835574,0.28415528474783286,0.5276031078838113,True
2025-06-10,Turkmenistan,Thailand,False,3,1,home,2025-05-16,4440,dixon_coles,0.2386525337147451,0.2809597897671904,0.4803876765180645,True
2025-06-10,Myanmar,Pakistan,False,1,0,home,2025-05-16,4440,dixon_coles,0.7498473818162131,0.20125874699091584,0.04889387119287107,True
2025-06-10,Afghanistan,Syria,True,0,1,away,2025-05-16,4440,dixon_coles,0.04995162452824367,0.15522317864236684,0.7948251968293896,True
2025-06-10,Laos,Nepal,False,2,1,home,2025-05-16,4440,dixon_coles,0.3716648140375305,0.27363040495938706,0.35470478100308256,True
2025-06-10,Malaysia,Vietnam,False,4,0,home,2025-05-16,4440,dixon_coles,0.3081285199830801,0.2671766029966692,0.4246948770202508,True
2025-06-10,Azerbaijan,Hungary,False,1,2,away,2025-05-16,4440,dixon_coles,0.10961505575884337,0.2095531112345001,0.6808318330066563,True
2025-06-10,Burundi,Mauritania,True,0,0,draw,2025-05-16,4440,dixon_coles,0.3048511849518437,0.29958623494402065,0.3955625801041356,True
2025-06-10,Argentina,Colombia,False,1,1,draw,2025-05-16,4440,dixon_coles,0.5927342128948535,0.25224624314467187,0.15501954396047474,True
2025-06-10,Denmark,Lithuania,False,5,0,home,2025-05-16,4440,dixon_coles,0.8850197371831916,0.09351582040278257,0.02146444241402572,True
2025-06-10,Uruguay,Venezuela,False,2,0,home,2025-05-16,4440,dixon_coles,0.6316975927197508,0.24742146370046797,0.1208809435797813,True
2025-06-10,Bolivia,Chile,False,2,0,home,2025-05-16,4440,dixon_coles,0.2556624698966996,0.2423452117937712,0.5019923183095293,True
2025-06-10,United States,Switzerland,False,0,4,away,2025-05-16,4440,dixon_coles,0.3716334547649887,0.26938905339182934,0.35897749184318195,True
2025-06-10,Sweden,Algeria,False,4,3,home,2025-05-16,4440,dixon_coles,0.5058896068988594,0.22175058221966082,0.27235981088147987,True
2025-06-10,Slovenia,Bosnia and Herzegovina,False,2,1,home,2025-05-16,4440,dixon_coles,0.6651499313040905,0.23616332423945055,0.09868674445645902,True
2025-06-10,Northern Ireland,Iceland,False,1,0,home,2025-05-16,4440,dixon_coles,0.4636302246746809,0.25392656520132995,0.2824432101239891,True
2025-06-10,South Africa,Mozambique,False,2,0,home,2025-05-16,4440,dixon_coles,0.5735058619572804,0.23223587973518892,0.19425825830753068,True
2025-06-10,Mexico,Turkey,True,1,0,home,2025-05-16,4440,dixon_coles,0.35244756372742053,0.27736654607338723,0.3701858901991921,True
2025-06-10,Luxembourg,Republic of Ireland,False,0,0,draw,2025-05-16,4440,dixon_coles,0.2240404992721781,0.30221140500703825,0.47374809572078375,True
2025-06-10,Israel,Slovakia,True,1,0,home,2025-05-16,4440,dixon_coles,0.25906801943584074,0.27449703608914183,0.4664349444750174,True
2025-06-10,Greece,Bulgaria,False,4,0,home,2025-05-16,4440,dixon_coles,0.7967867202761244,0.15917977929827742,0.04403350042559841,True
2025-06-10,England,Senegal,False,1,3,away,2025-05-16,4440,dixon_coles,0.6069974131145628,0.27191844675039617,0.12108414013504104,True
2025-06-10,Niger,Zimbabwe,True,1,1,draw,2025-05-16,4440,dixon_coles,0.37636162434361375,0.2984058799178898,0.32523249573849633,True
2025-06-10,Chad,Kenya,True,1,2,away,2025-05-16,4440,dixon_coles,0.06888023467193649,0.2484521751499619,0.6826675901781016,True
2025-06-14,Mexico,Dominican Republic,True,3,2,home,2025-05-16,4440,dixon_coles,0.8941890795413046,0.08080669194948735,0.02500422850920804,True
2025-06-15,Haiti,Saudi Arabia,True,0,1,away,2025-05-16,4440,dixon_coles,0.23541635090871288,0.288603142277489,0.47598050681379817,True
2025-06-15,Costa Rica,Suriname,True,4,3,home,2025-05-16,4440,dixon_coles,0.5659339364184806,0.27785964198684815,0.15620642159467152,True
2025-06-15,United States,Trinidad and Tobago,False,5,0,home,2025-05-16,4440,dixon_coles,0.898394067754451,0.07717969091463281,0.0244262413309162,True
2025-06-16,Jamaica,Guatemala,True,0,1,away,2025-05-16,4440,dixon_coles,0.33448302339439506,0.3574335819352199,0.3080833946703849,True
2025-06-16,Panama,Guadeloupe,True,5,2,home,2025-05-16,4440,dixon_coles,0.5876950648099519,0.2790413373344377,0.1332635978556103,True
